pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt,ESI_equal,ESI_sm,CDHS,mass_est,SEPHI_simple,recon_error,latent_dist,VAE_anomaly,mass_est_planet
Kepler-1549 b,2.57,,0.4192377495462795,1.184,5324.0,0.0,286.0,0.0,0.0,0.0,29.809065432440704,0.982301193381203,0.42899293,0.5261591144919286,0.015096925109861322,7.116390168784028
TOI-712 c,2.701,,0.3920145190562614,3.08,4622.0,0.089,369.9,0.5302167466509802,0.29066926365693085,0.054923331730501436,32.35672174448529,0.009259346220868069,0.31037432,0.5517532510686439,0.015077079313740348,7.724598311825773
Kepler-1649 b,1.017,,0.9764065335753176,2.208,3240.0,0.0,307.0,0.0,0.0,0.0,4.302116283185127,0.750037202482113,1.5554729,0.2732035480967883,0.015041403293193818,1.0270546083375676
Kepler-1545 b,2.7,,0.3920145190562614,1.408,5201.0,0.0,274.0,0.0,0.0,0.0,32.320796446052775,0.9835846674338602,0.39496237,0.5314696732951376,0.01504113211937076,7.716021778584394
Kepler-1621 b,2.16,,0.5263157894736842,14.055,6158.0,0.0,469.0,0.0,0.0,0.0,22.21755489032368,3.449917153866822e-253,0.25517058,0.5606137547182248,0.014992633102436537,5.30405052631579
LP 791-18 c,2.488,7.16,0.46460980036297644,2.637,2960.0,0.0001,324.4,0.27640977924945803,0.17053282388876684,0.010525191002831176,29.97285438671314,0.19410152578169504,1.2278701,0.33880527418623885,0.014861240851467563,7.155491901328494
YZ Cet b,0.913,,0.9165154264972777,8.21,3151.0,0.06,471.2,0.5714366098466015,0.14454291407359474,0.015627504407757373,2.9217343144256036,8.637885813601346e-68,1.456514,0.28536496442178033,0.014798263560621267,0.6975126878130673
Kepler-1036 b,3.01,,0.3411978221415608,2.821,5533.0,0.0,326.0,0.0,0.0,0.0,38.97573793300523,0.06655078438274858,0.26782614,0.5467700832072173,0.014720777868784856,9.30477202903811
Kepler-333 c,1.11,,1.029038112522686,7.049,4259.0,0.0,386.0,0.0,0.0,0.0,5.895070533268197,4.781114723479696e-45,0.8580906,0.41309333618212113,0.014663813781517114,1.4073444228675138
Kepler-1548 b,2.64,,0.4047186932849365,1.933,5706.0,0.0,350.0,0.0,0.0,0.0,31.19274925340165,0.9830627796096509,0.34865615,0.5255281288727588,0.014640584131005493,7.446720348457351
LHS 1140 b,1.73,5.6,1.0707803992740472,0.43,3096.0,0.043,226.0,0.6983640490262103,0.4598136983580429,0.014158251856600714,23.22348175884941,0.9876479138832859,1.7072592,0.22298941180001253,0.014636265593773054,5.544197876588021
Kepler-1480 b,1.67,,0.73502722323049,16.317,5156.0,0.0,721.0,0.0,0.0,0.0,14.339745615952426,0.0,0.31271693,0.5302584484771258,0.014560014052711722,3.4233620961887468
Kepler-26 b,2.78,5.12,0.22867513611615245,7.6,3914.0,0.021,431.0,0.50478312519282,0.1400169326906983,0.03601004434470615,20.579837599775182,3.1765931321350777e-55,0.53661215,0.47888001914172235,0.014521813960379989,4.913074323049001
TOI-4633 c,3.2,123.0,0.8961208191056728,1.56,5800.0,0.117,268.57,0.6145794972668538,0.5221455529247594,0.08639205000799884,122.99999999999999,0.99965369314965,0.44613618,0.49875599514084573,0.014515407160018094,29.364087000454692
K2-72 d,1.01,,0.9782214156079855,5.4,3360.47,0.11,416.92,0.5689584090057623,0.19975088939920388,0.021223219533043933,4.221724579174764,7.372958629525874e-21,1.3212801,0.3024125231491687,0.01447655244678744,1.0078625027223231
Kepler-357 d,3.43,,0.2867513611615245,4.619,5036.0,0.0,402.0,0.0,0.0,0.0,48.47038368284052,1.2014228753227414e-12,0.231184,0.5437291026692256,0.014444762488247833,11.571451735027225
Kepler-591 b,3.39,,0.29219600725952816,5.615,5677.0,0.0,436.0,0.0,0.0,0.0,47.68282538846247,1.9651179502533584e-23,0.19383506,0.5516461794845184,0.014435021851343731,11.38343604174229
TOI-1749 d,2.52,15.0,0.22376957004380957,14.2074,3985.0,0.062,533.0,0.3937749632452956,0.06434497707567545,0.037906715819835256,15.0,1.2446253979297257e-259,0.45295173,0.4922197043719559,0.014391660726373665,3.580986219567645
TOI-712 d,2.474,,0.43920145190562615,1.6,4622.0,0.073,313.6,0.6170522282891534,0.5089100333485419,0.05492333173050168,27.858098031081635,0.9810272647450963,0.42774934,0.4972945706830658,0.014378494751458824,6.65063101017786
GJ 1061 b,1.04,1.11,0.9836660617059891,3.8,2953.0,0.05,388.11,0.672186148410769,0.3090947556946179,0.010338195223593711,4.634856739137798,2.114822679342165e-06,1.6256058,0.22879222732655555,0.014331315347301098,1.1064905408348458
GJ 3378 b,1.32,,0.9981851179673321,0.91,3340.0,0.0,272.0,0.0,0.0,0.0,9.61659870480432,0.9533427456554318,1.5125089,0.2506003483357061,0.014248427333140763,2.2957938294010893
K2-123 b,2.76,,0.38112522686025413,2.9,4035.0,0.06,338.0,0.5576208477538755,0.3204252074024383,0.03924239995725133,33.56476040254678,0.03854507157430356,0.50048286,0.47545426043066663,0.01423912650595759,8.012996297640653
Kepler-1454 b,1.88,,0.6297640653357532,9.08,5448.0,0.0,492.0,0.0,0.0,0.0,17.528309500369478,8.106510608474505e-88,0.26935118,0.5265253578210468,0.014230045347770618,4.18457565154265
Kepler-1923 b,1.95958179,,0.5970961887477314,8.63,5881.0,0.0,553.0,0.0,0.0,0.0,18.82015055750303,4.237747555227715e-77,0.28337094,0.5178160496868925,0.014092254331902022,4.492979986440447
Kepler-1539 b,2.7,,0.3920145190562614,1.572,5176.0,0.0,301.0,0.0,0.0,0.0,32.320796446052775,0.9835846674338602,0.3766585,0.49694401589281606,0.01408953141329704,7.716021778584394
K2-125 b,2.18,,0.5190562613430127,2.0,3654.47,0.08,321.22,0.5983375087287188,0.43380888068497053,0.029077042261042466,22.525400652961082,0.9769311468893188,0.8085601,0.4004984878710095,0.01408154884468414,5.377543288566245
Kepler-62 e,1.61,36.0,2.0593789219950316,1.352,4925.0,0.0,270.0,0.0,0.0,0.0,36.0,0.9972333250535784,1.0591766,0.3398433967343728,0.013961260513632726,8.59436692696235
GJ 625 b,1.49,,0.8493647912885662,2.0787,3499.0,0.13,335.59,0.6068698116931124,0.4231637942728783,0.024923866004165518,11.769057068519444,0.9363785924158,1.1337636,0.3226251622622458,0.013946011192878974,2.809655411978221
Kepler-52 d,1.95,88.8775,3.266787658802178,2.945,4263.0,0.0,332.0,0.0,0.0,0.0,101.46432011885277,0.02809446729575417,1.3456019,0.27366588883833315,0.013901298936113977,24.222822141560798
TOI-1266 d,1.74,3.68,0.6969147005444646,1.3,3563.0,0.087,288.0,0.6629950281372571,0.6074710228872017,0.02663354170005618,15.378570915853674,0.9678400569051876,1.0460579,0.3380167913061085,0.013844250402338856,3.6713633684210523
HD 164922 e,3.23,,0.3121597096188748,13.3822,5393.43,0.086,543.73,0.3966937411650255,0.06886589966188782,0.07553106801301858,44.06289467367469,8.6227252522756e-226,0.055523746,0.5584353509869064,0.013843522610317861,10.519241241379312
TRAPPIST-1 b,1.116,1.374,0.9876477313974591,4.153,2566.0,0.00622,397.6,0.6562343973444104,0.2852912813772347,0.0,5.750204148107209,8.130589964480631e-09,1.9260089,0.14174950874949183,0.013833648835225653,1.3727601209381752
Kepler-616 c,3.41,,0.2885662431941924,6.86,5753.0,0.0,413.0,0.0,0.0,0.0,47.92887903025806,9.199486562618717e-42,0.18130407,0.5289429375394744,0.013806557215373785,11.442177021778587
Kepler-549 c,2.93,,0.35390199637023595,2.51,5360.0,0.0,349.0,0.0,0.0,0.0,37.28846303513528,0.3483203220132931,0.28498295,0.5053781506159334,0.013794463182133896,8.901964818511798
Kepler-1638 b,1.87,,0.6352087114337568,2.76,5710.0,0.0,304.0,0.0,0.0,0.0,17.39922380349986,0.0963518331582309,0.41843042,0.4750598873550291,0.013779205355968082,4.153758711433758
Kepler-630 b,3.18,,0.31578947368421056,5.568,5829.0,0.0,343.0,0.0,0.0,0.0,42.53707458084773,7.571704347174977e-23,0.20625207,0.5200307499615716,0.013723724663657032,10.154978526315793
Kepler-379 c,2.29,,0.48638838475499097,19.793,6054.0,0.0,530.0,0.0,0.0,0.0,24.466860820351094,0.0,0.19543536,0.5218484636832043,0.013709189128201411,5.841032762250454
Kepler-220 e,1.33,,0.987295825771325,4.274,4632.0,0.0,341.0,0.0,0.0,0.0,9.729506959408015,9.915830297184207e-10,0.69168246,0.41118398362767616,0.013703707680918893,2.3227486896551732
Kepler-1609 b,2.22,,0.5063520871143375,12.975,6132.0,0.0,429.0,0.0,0.0,0.0,23.205991940484335,5.571319005040079e-210,0.24483995,0.5094604630738271,0.01367485254837195,5.54002249001815
LTT 1445 A c,1.147,1.54,1.0108892921960073,10.9,3340.0,0.223,508.0,0.4367728407573853,0.0874020127956507,0.02067639044718639,6.389729294200943,2.3179402892696095e-138,1.3797157,0.2553905320199053,0.01363792300409868,1.5254355032867515
Kepler-1166 b,1.69,,0.7223230490018149,14.188,5446.0,0.0,486.0,0.0,0.0,0.0,14.60428153050956,8.549962069162093e-259,0.30099282,0.48902114183619955,0.013479050018494537,3.486515393829401
Kepler-1606 b,2.07,,0.5553539019963702,1.29,5422.0,0.0,324.0,0.0,0.0,0.0,20.633337086744156,0.9750333087385211,0.47910744,0.4481022694179661,0.013447527733580489,4.92584638475499
Kepler-310 c,3.38,,0.29401088929219604,7.109,5797.0,0.0,417.0,0.0,0.0,0.0,47.55565041090551,4.4834535684065585e-46,0.18083301,0.5137530492236362,0.01342949127973534,11.353075252268603
GJ 341 b,0.88,4.0,1.4012749732217498,13.8,3770.0,0.0,629.0,0.0,0.0,0.0,4.0,1.1758679358718811e-242,1.2824857,0.26844606822461187,0.013426312294170604,0.9549296585513722
GJ 3473 c,2.63,,0.4065335753176044,1.95,3347.0,0.0,329.1,0.0,0.0,0.0,30.977921453731273,0.9829363171663225,0.9932111,0.3310421679203464,0.01338234657061483,7.395433989110708
Kepler-195 c,1.55,,0.809437386569873,11.281,5329.0,0.0,469.0,0.0,0.0,0.0,12.626034267217095,2.2285775874378903e-150,0.37790078,0.4632215323477091,0.013264975743834877,3.014243647912886
TOI-1224 c,2.884,,0.36116152450090744,1.9952,3326.0,0.0,303.12,0.0,0.0,0.0,36.28907138401883,0.9854649667659651,0.991086,0.3267045939587847,0.013263751215446264,8.663377636471868
Kepler-1510 b,3.36,,0.29401088929219604,14.036,6200.0,0.0,537.0,0.0,0.0,0.0,46.71645258164611,2.179104757929741e-252,0.1986297,0.5010133686698917,0.013213061060888173,11.152731528130671
Kepler-395 c,1.32,,0.9981851179673321,2.11,4262.0,0.0,341.0,0.0,0.0,0.0,9.61659870480432,0.9082997889601715,0.9070697,0.3432117621616687,0.013209734481204204,2.2957938294010893
Kepler-26 c,2.72,6.2,0.29219600725952816,4.82,3914.0,0.013,385.0,0.5679169764327877,0.2255682674916354,0.036010044344706754,24.630294155974685,1.485144900042244e-14,0.55602944,0.4176653681981101,0.013119205937621134,5.88004959709619
Kepler-705 b,2.11,,0.5408348457350273,0.729,3722.0,0.0,265.0,0.0,0.0,0.0,21.281421841846257,0.9756677848406441,1.0260111,0.3129323610844702,0.013115844492306268,5.080565223230489
GJ 1265 b,2.63,,0.4065335753176044,5.3846,3236.0,0.04,424.04,0.5309529882597065,0.1953713526338293,0.017898167441361752,30.977921453731273,1.2366699893862749e-20,0.8879078,0.34276715497062193,0.013093637357235169,7.395433989110708
EPIC 212737443 b,2.586,,0.41560798548094374,18.4919,4684.0,0.2,536.0,0.3413950546250483,0.0445597807166438,0.05657958006089675,30.10634641105788,0.0,0.26679516,0.48035452803819373,0.013077756228129336,7.1873607746352075
GJ 3998 d,2.34,,0.47186932849364793,1.2,3726.0,0.0,292.23,0.0,0.0,0.0,25.32549430166565,0.9792145241694954,0.8877529,0.34075560092087614,0.013043196010345821,6.046016406533575
Kepler-916 b,1.76,,0.6860254083484574,14.683,5248.0,0.0,503.0,0.0,0.0,0.0,15.666313526372127,3.517180229559088e-280,0.27871376,0.47602231482566676,0.013036346705003135,3.7400568566243195
LTT 3780 c,2.39,8.04,0.5880217785843921,2.76,3358.0,0.024,359.0,0.6750706257996227,0.4019035821685409,0.021157236736654705,33.626039864121346,0.09813637850703708,0.9506283,0.32640930735660517,0.013034491611704918,8.027625691470057
K2-146 c,2.19,7.49,0.7114337568058077,14.028,3385.0,0.075,518.53,0.4510452577201552,0.07518370639325908,0.021878506170859353,31.300798876271468,4.710335563521539e-252,0.79720604,0.3599923457984215,0.013020641204086593,7.4725152958257715
Kepler-1040 b,2.08,,0.5517241379310345,2.121,5694.0,0.0,300.0,0.0,0.0,0.0,20.79699555273639,0.9197288755484766,0.40388542,0.44637294701785923,0.012992172284463494,4.964916965517242
Kepler-1459 b,1.36,,0.9600725952813067,3.511,4828.0,0.0,349.0,0.0,0.0,0.0,10.116013671203888,0.00010324146677626213,0.6552235,0.3903756223662606,0.01299067224845719,2.415020370235935
TOI-2136 b,2.19,6.37,0.6061705989110707,4.0,3342.0,0.0,395.0,0.0,0.0,0.0,26.66955822621089,1.1076294815634475e-07,0.96352255,0.32172434451372545,0.012989738643242368,6.366888032667876
Kepler-52 c,1.84,45.4,3.6297640653357535,8.55,4075.0,0.012,433.0,0.5355815124081797,0.13177226498403263,0.04031094726719065,94.7153732699733,2.9558749788449774e-75,1.3832432,0.22784418920043067,0.012978168543506148,22.611629764065338
Kepler-445 c,2.51,,0.4319419237749546,9.177,3157.0,0.0,341.0,0.0,0.0,0.0,28.611137990783305,3.2437550118161687e-90,0.940419,0.3257236635477698,0.012961572877901353,6.830406058076223
Kepler-401 d,2.27,,0.49183303085299457,8.485,6184.0,0.0,380.0,0.0,0.0,0.0,24.098159408961518,8.571500273152871e-74,0.27927572,0.47168221515382147,0.012932432035425347,5.753011784029039
GJ 581 c,2.5,6.81,0.43375680580762255,2.3985,3500.0,0.032,346.13,0.6374899332172791,0.41566698087982595,0.024950579686912517,28.389316553537533,0.5199684067771663,0.84380305,0.34358395948482773,0.012871784111045632,6.777450090744102
AU Mic c,2.79,14.46,0.7078039927404719,7.3,3540.0,0.18,424.7,0.4233504886045349,0.12315692527265502,0.02601912699684566,64.38937762354247,1.590707325381877e-49,0.7887955,0.3544143823105907,0.012836979235963423,15.371831597096191
Kepler-1359 b,2.83,,0.37023593466424687,2.451,4709.0,0.0,369.0,0.0,0.0,0.0,35.15009348862319,0.4366054691336835,0.3690495,0.44726364519556067,0.012822996098332573,8.391466693284938
Kepler-193 c,2.75,,0.38294010889292196,16.026,6335.0,0.0,595.0,0.0,0.0,0.0,33.35934749042692,0.0,0.22925869,0.4782577661408951,0.012820112079855133,7.963957577132486
GJ 536 c,2.3,,0.4827586206896552,1.692,3641.0,0.0,290.5,0.0,0.0,0.0,24.6037981345829,0.9786564374477399,0.8772076,0.33267132541889755,0.012786032780845393,5.873724137931034
Kepler-201 c,2.85,,0.3666061705989111,6.033,6065.0,0.0,378.0,0.0,0.0,0.0,35.54863750630473,5.472021007714342e-29,0.23792477,0.4742019833778723,0.012767671835163396,8.486612068965519
Kepler-1490 b,3.04,,0.3357531760435572,3.788,5515.0,0.0,348.0,0.0,0.0,0.0,39.51204335427572,2.7572593997091526e-06,0.22761822,0.4764764893166349,0.012767196899281763,9.43280551724138
Kepler-1567 b,2.73,,0.38656987295825773,2.723,5655.0,0.0,330.0,0.0,0.0,0.0,32.94614117139229,0.12158468866013827,0.2871693,0.4621813135895087,0.012741513122405774,7.865311834845735
GJ 1214 b,2.733,8.41,0.4101633393829401,17.2,3101.0,0.0062,567.0,0.41925706296654464,0.05934209319032465,0.014291820270341498,35.072307861010174,0.0,0.9149966,0.32244589635469345,0.012741279407588912,8.372896742580762
LTT 1445 A b,1.34,2.73,1.1252268602540836,5.7,3562.0,0.18,431.0,0.4995082142162142,0.1698844775812413,0.026606828017309153,11.340784423732053,1.5941237681193958e-24,1.1698954,0.2646888786843812,0.012715934122951175,2.707412849364792
Kepler-1094 b,3.18,,0.31578947368421056,10.336,6112.0,0.0,480.0,0.0,0.0,0.0,42.53707458084773,1.90535682445132e-121,0.19650592,0.4799194945428734,0.012681374074329147,10.154978526315793
HD 134606 c,3.37,,0.29401088929219604,12.84,5576.0,0.055,527.65,0.4242929594547702,0.07638245470992781,0.08040818507237439,47.13480639929338,7.3623151635567525e-205,0.068680525,0.5082431067774194,0.012678303916553195,11.252606145190564
Kepler-351 d,2.72,,0.3883847549909256,1.989,5225.0,0.0,318.0,0.0,0.0,0.0,32.73840341228933,0.9837991599596494,0.33396366,0.44660710274598125,0.012614304248076472,7.815718098003631
Kepler-759 b,2.27,,0.49183303085299457,19.02,5860.0,0.0,533.0,0.0,0.0,0.0,24.098159408961518,0.0,0.1688741,0.4825499354937623,0.012594615308772317,5.753011784029039
GJ 433 b,2.33,,0.47731397459165154,5.2029,3461.0,0.04,473.94,0.5603127056257888,0.20992657196297265,0.023908746059729202,25.29068090136999,1.4790406969759696e-18,0.77913594,0.3459745690394078,0.012575910456072743,6.0377053194192385
Kepler-54 c,1.23,0.7,0.43128275862068965,3.07,3705.0,0.0,395.0,0.0,0.0,0.0,3.361754851781187,0.008444946892620835,0.9828768,0.3000996152880387,0.012562808220764277,0.8025598531862068
KOI-351 f,2.88,,0.36116152450090744,6.796,6080.0,0.0,407.0,0.0,0.0,0.0,36.1382859620897,1.0856691653552116e-40,0.22813399,0.46663546021927077,0.012527412656264645,8.62738026860254
Kepler-1544 b,1.78,,0.6751361161524502,0.833,4886.0,0.0,269.0,0.0,0.0,0.0,15.949238678455716,0.9687279870663713,0.68698883,0.3608884542225026,0.012438002699796037,3.8076002613430133
GJ 3929 c,2.26,,0.4936479128856625,1.68,3384.0,0.0,317.0,0.0,0.0,0.0,23.86883552916823,0.9780321308290683,1.0335,0.28281744416651566,0.012414500389961154,5.698264740471869
Kepler-1353 b,1.8,,0.6660617059891107,10.767,4776.0,0.0,491.0,0.0,0.0,0.0,16.271237717011477,2.92722393525834e-134,0.34489712,0.4357668973939726,0.012407045737400167,3.8844718693284945
Kepler-984 b,2.12,,0.5372050816696915,13.991,5610.0,0.0,484.0,0.0,0.0,0.0,21.440568881959855,1.6249296466081108e-250,0.18669848,0.4705036452543489,0.012395431395342788,5.118558780399274
GJ 3779 b,2.75,,0.38294010889292196,12.8254,3324.0,0.07,526.94,0.4130456087589159,0.07498123178708724,0.020248971523212058,33.35934749042692,2.596575097108683e-204,0.7368175,0.3462944336318379,0.012351606756833083,7.963957577132486
Kepler-196 d,2.66065673,,0.4010889292196007,1.8,5132.0,0.0,297.0,0.0,0.0,0.0,31.64432414388374,0.983327419434939,0.36057922,0.42812590761983904,0.012304713122732033,7.554525912451959
TOI-2015 c,2.93,8.91,0.35390199637023595,6.68,3297.0,0.00033,448.0,0.28711290900311587,0.08962164683315371,0.01952770208900778,37.28846303513528,8.819682483318368e-39,0.8525728,0.3185332389511423,0.0123023175624152,8.901964818511798
TOI-2015 b,3.309,9.2,0.2540834845735027,13.185,3297.0,0.0789,530.9,0.36781124691560096,0.06573398865283608,0.019527702089007355,38.56162683574251,4.613526940039503e-218,0.7694497,0.33638339206967327,0.01228631050403938,9.205910286860254
TOI-270 d,2.0,4.2,0.5263157894736842,9.2135,3506.0,0.0066,383.0,0.5213677760243354,0.12265408690501595,0.02511086178340292,17.637011388574276,3.91210072389973e-91,0.7774089,0.332131139461224,0.01222514801323363,4.2105263157894735
YZ Cet c,1.05,,0.9818511796733213,4.72,3151.0,0.0,410.3,0.0,0.0,0.0,4.761043755174906,1.2662455638919278e-13,1.4962889,0.17155324260891966,0.012210658195798425,1.1366154718693287
Kepler-445 b,1.58,,0.7894736842105263,17.657,3157.0,0.0,401.0,0.0,0.0,0.0,13.04360168701691,0.0,1.118348,0.25558799900173346,0.012208740723279817,3.11393052631579
G 9-40 b,1.9,4.0,0.5807622504537205,6.27,3395.0,0.0,440.6,0.0,0.0,0.0,16.685829119204268,2.0503301449784137e-32,0.9147705,0.29874382508971875,0.012155703792480241,3.983448275862069
Gl 686 b,2.46,,0.4446460980036298,3.5638,3656.0,0.05,379.0,0.5706637013276183,0.28336229679807146,0.02911791419564712,27.72735329499104,5.539655616839465e-05,0.693138,0.34737700584954423,0.012138638999472621,6.6194180036297645
Kepler-1632 b,2.47,,0.44101633393829404,6.062,6137.0,0.0,369.0,0.0,0.0,0.0,27.837750867808452,2.1307554538624583e-29,0.27544743,0.43824642559973304,0.012087123628069973,6.645773482758623
Kepler-540 b,2.71,,0.39019963702359345,4.525,5946.0,0.0,355.0,0.0,0.0,0.0,32.529946047917385,8.2654141873175e-12,0.25476182,0.44172000022543106,0.012059262734333779,7.765952568058076
GJ 163 b,3.25,,0.308529945553539,5.3165,3500.0,0.073,438.49,0.45610746652638734,0.1708040021442003,0.024950579686911983,44.36454326184406,7.714567991081101e-20,0.69863266,0.3427997051014905,0.012055940882830928,10.591254537205081
LHS 1903 c,2.046,4.55,0.5281306715063522,16.2,3664.0,0.089,559.0,0.4191805242986362,0.06116063298360523,0.029331623657634212,18.9472806309805,0.0,0.6019381,0.3609705487920199,0.011973377416957842,4.523330055854809
Kepler-268 c,3.38,,0.29401088929219604,13.662,6081.0,0.0,471.0,0.0,0.0,0.0,47.55565041090551,5.434102628093967e-237,0.17419514,0.45578796320444814,0.011964038493420337,11.353075252268603
Kepler-1333 b,2.81,,0.3738656987295826,3.298,5628.0,0.0,428.0,0.0,0.0,0.0,34.74747015184204,0.0011656182551439277,0.25533044,0.43500323070137087,0.011896791898498946,8.295347451905627
Kepler-973 b,1.96,,0.5952813067150635,7.892,5213.0,0.0,402.0,0.0,0.0,0.0,18.77496206720648,4.794449704059832e-61,0.26653144,0.43242134789193104,0.011894596573848603,4.482192029038112
GJ 667 C c,1.77,,0.6842105263157895,0.8774,3350.0,0.02,,0.8180216471231399,0.8032662459314275,0.020943527274668396,15.892717355660912,0.9688613900625693,1.2678992,0.20828891045900907,0.011863205481492604,3.794106789473685
Kepler-149 c,1.61,,0.7695099818511797,10.084,5381.0,0.0,436.0,0.0,0.0,0.0,13.451802895897226,2.8685931418111635e-114,0.3572179,0.41076321647497394,0.011858222373221327,3.2113813865698737
TOI-122 b,2.72,,0.3883847549909256,8.8,3403.0,0.0,471.0,0.0,0.0,0.0,32.73840341228933,4.632325565782962e-81,0.76882714,0.3186787474963887,0.011846416351984093,7.815718098003631
Kepler-1236 b,2.14,,0.5317604355716878,13.571,5337.0,0.0,480.0,0.0,0.0,0.0,21.829608694312096,2.5247496425767217e-233,0.18120813,0.44704796114448414,0.01178704658895591,5.2114351941923776
Kepler-185 c,2.02,,0.573502722323049,16.029,5208.0,0.0,530.0,0.0,0.0,0.0,19.800593202511692,0.0,0.20266406,0.4417934355599118,0.011775227561068424,4.7270434264972785
Kepler-1801 c,2.91,,0.35571687840290384,4.47,5738.0,0.0,371.0,0.0,0.0,0.0,36.71741082369577,2.4850546604079802e-11,0.2225929,0.4371462449710901,0.011770002722498604,8.765636145190564
G 192-15 b,1.02,,0.9673321234119783,7.06,2999.0,0.0,453.6,0.0,0.0,0.0,4.299963159921289,2.964799502584223e-45,1.5751381,0.13565936878311458,0.011758378064832709,1.0265405880217788
TOI-178 g,2.939,4.4,0.1741141560798548,19.4978,4316.0,0.00043,470.0,0.22907724238004176,0.028589295900696678,0.04674894480952028,18.514903366455524,0.0,0.3992576,0.39711977928284137,0.011752525881859426,4.420107587460256
Kepler-1774 b,3.18179549,,0.31578947368421056,16.4,6214.0,0.0,522.0,0.0,0.0,0.0,42.609167055289475,0.0,0.19003054,0.44312973859038646,0.011738855410212691,10.172189336816487
L 98-59 f,1.48,,0.9074410163339384,1.1,3415.0,0.044,285.0,0.7853468457898258,0.778262538258803,0.022679916653308374,12.322310867109694,0.9637592802272072,1.3033924,0.1948961837762236,0.01172777152246839,2.9417350272232303
K2-3 b,2.078,5.11,0.5644283121597096,10.5,3844.0,0.107,501.3,0.44571811865558353,0.09400915447660019,0.034140086552327975,21.214560020404576,3.009412575543513e-126,0.54700404,0.3625273453072813,0.011710349992228477,5.064603139150633
Kepler-439 b,2.24,,0.5009074410163339,1.83,5431.0,0.03,291.0,0.7260840988418937,0.5486227495710632,0.07653470107387383,23.582516529555242,0.9778747462857434,0.35590085,0.40473760104298107,0.01170244449516141,5.6299111143375695
K2-124 b,2.9,,0.3575317604355717,8.7,3570.0,0.08,442.0,0.4299555456704142,0.10798182251879852,0.026820537479293208,36.525589197810255,1.0273993039985413e-78,0.6118161,0.3471297658687489,0.011686353583261087,8.719842105263158
Kepler-566 b,2.15,,0.5281306715063522,16.879,5132.0,0.0,526.0,0.0,0.0,0.0,21.985957250063045,0.0,0.17924073,0.443021996383857,0.011676998580144355,5.248760662431942
Kepler-732 b,2.18,,0.5190562613430127,8.559,3631.0,0.0,407.0,0.0,0.0,0.0,22.525400652961082,1.8014985946714997e-75,0.69630796,0.3266693977189785,0.011645520089523501,5.377543288566245
Kepler-1109 b,2.19,,0.515426497277677,11.382,5893.0,0.0,787.0,0.0,0.0,0.0,22.677109389951777,1.2027323263363182e-153,0.2152636,0.43285594889532686,0.011624018807560406,5.4137610816696915
Wolf 1061 b,1.21,,1.074410163339383,7.34,3342.0,0.15,461.1,0.49830804666163686,0.1383750620645565,0.020729817812683037,7.9728726669275805,2.7443059594141156e-50,1.266541,0.198674824093532,0.01161873421593904,1.9033831433756807
GJ 480 b,2.91,,0.35571687840290384,5.929,3509.0,0.0,406.0,0.0,0.0,0.0,36.71741082369577,1.5024425393748848e-27,0.73325336,0.3165406940421149,0.011598522879239556,8.765636145190564
Kepler-937 c,2.67,,0.3992740471869329,6.93,6095.0,0.0,377.0,0.0,0.0,0.0,31.83416591062733,5.899374279340511e-43,0.23830524,0.4248517555396224,0.011553111715584046,7.5998472958257715
Kepler-598 c,3.02420941,,0.33938294010889297,3.7,5245.0,0.0,367.0,0.0,0.0,0.0,39.32006238118018,9.412369560097055e-06,0.23442864,0.42513723945273735,0.011538880068225238,9.38697343596976
Kepler-1475 b,2.92,,0.35390199637023595,13.76,6214.0,0.0,441.0,0.0,0.0,0.0,36.90797146408427,5.5740909378314726e-241,0.20108902,0.4321551207639802,0.011528969219323133,8.811129147005444
Kepler-399 d,1.89,,0.6243194192377496,5.57,5502.0,0.0,486.0,0.0,0.0,0.0,17.65553432529008,7.034004013115564e-23,0.3131142,0.4066289445974797,0.011514314172087836,4.214948341197822
Kepler-991 b,2.54,,0.4246823956442831,1.371,4392.0,0.0,260.0,0.0,0.0,0.0,29.151037606909984,0.981853933187158,0.5657604,0.3487592255194626,0.0114738306072185,6.95929759709619
Kepler-1712 b,2.28372556,,0.4882032667876588,5.52,3732.0,0.0,391.0,0.0,0.0,0.0,24.356844775034283,2.9257462836652204e-22,0.6684779,0.3258703803825816,0.011473125956570799,5.814768366103065
Kepler-969 b,2.07,,0.5553539019963702,10.166,5214.0,0.0,465.0,0.0,0.0,0.0,20.633337086744156,1.4054578780572315e-116,0.22053488,0.4246673252998709,0.011451063919930664,4.92584638475499
Kepler-194 d,2.4,,0.4573502722323049,12.863,6089.0,0.0,562.0,0.0,0.0,0.0,26.483249762837925,9.908270371707745e-206,0.21093026,0.4267964227272952,0.011450855547458358,6.322410163339382
Kepler-926 b,2.31,,0.4809437386569873,17.883,5806.0,0.0,524.0,0.0,0.0,0.0,24.83240736571559,0.0,0.1593808,0.43739135149159364,0.01142921856046623,5.928300571687841
Kepler-225 c,1.84,,0.6460980036297641,9.903,3682.0,0.0,412.0,0.0,0.0,0.0,16.859336442055245,3.0704405574504717e-109,0.73630667,0.30686771628004506,0.011376804352434117,4.02487009800363
