pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt
"Kepler-837 b",2.56000000,,2.320000,55.9660,5403.00,0.000000,701.00
"Kepler-1031 b",0.87000000,,4.920000,3973.8600,6011.00,0.000000,2024.00
"Kepler-1154 b",2.34000000,,2.610000,652.9660,6327.00,0.000000,1314.00
"Kepler-919 b",2.25000000,,2.740000,153.9150,6113.00,0.000000,869.00
"Kepler-60 b",1.71000000,4.19000000000000e+00,4.620000,318.0000,5905.00,0.000000,1102.00
"HD 115954 b",12.60000000,2.68565003915000e+03,7.380000,0.0640,5957.00,0.487000,144.90
"OGLE-2018-BLG-1119L b",13.90000000,2.89223850370000e+02,0.592000,,,,
"Kepler-1490 b",3.04000000,,1.850000,3.7880,5515.00,0.000000,348.00
"HD 42012 b",13.50000000,,1.140000,0.1927,5405.00,0.200000,182.63
"Kepler-556 b",2.24000000,,2.760000,81.6410,5740.00,0.000000,766.00
"Kepler-109 c",2.65000000,8.20000000000000e+00,2.400000,91.0000,5950.00,0.098000,859.00
"Kepler-48 e",13.40000000,6.57000000000000e+02,1.500000,0.1426,5194.00,0.003142,171.49
"HD 49674 b",6.20000000,,0.733000,264.2871,5602.00,0.090000,1113.78
"Kepler-101 c",1.25000000,3.78000000000000e+00,10.500000,596.0690,5667.00,0.000000,1413.00
"K2-59 b",2.41000000,,2.510000,17.1000,5055.00,,566.37
"KELT-24 b",12.71098411,1.45883238813000e+03,3.900000,624.0000,6426.00,0.031900,1391.00
"Kepler-1200 b",1.06000000,,5.540000,544.5340,4612.00,0.000000,1174.00
"Kepler-26 d",1.07000000,,5.560000,31.7900,4486.00,0.000000,652.00
"2MASS J19383260+4603591 b",13.40000000,6.03877000000000e+02,1.380000,33.2985,29564.00,0.330000,669.65
"Kepler-363 c",1.69000000,6.64000000000000e+01,75.600000,376.2900,5593.00,0.000000,1054.00
"LHS 1678 c",0.94100000,1.40000000000000e+00,10.600000,13.5000,3490.00,0.039000,510.90
"HATS-12 b",7.76000000,7.59613700000000e+02,1.120000,566.4817,6357.00,0.085000,1446.00
"Kepler-858 b",4.87000000,,1.000000,6.3380,5653.00,0.000000,399.00
"Kepler-450 d",0.83700000,1.76000000000000e+01,77.000000,557.2050,6197.21,0.140000,1199.00
"K2-316 c",1.83000000,,3.600000,4.3703,3436.00,,423.00
"Kepler-1892 b",1.83707938,,3.570000,108.0400,5383.00,0.000000,822.00
"Kepler-432 b",12.83430500,1.71946030000000e+03,4.460000,97.8460,4995.00,0.513400,812.00
"K2-396 c",3.12400000,,1.790000,,5236.00,,
"Kepler-1108 b",1.46000000,,4.820000,206.4140,5406.00,0.000000,1063.00
"Kepler-203 b",2.57000000,,2.310000,668.2150,5821.00,0.000000,1308.00
"Kepler-1656 c",14.00000000,1.26400000000000e+02,0.253000,0.1126,5569.00,0.527000,161.19
"2MASS J01033563-5515561 AB b",12.30000000,4.13179000000000e+03,12.200000,,,,
"HD 143105 b",13.70000000,,0.822000,2502.0025,6380.00,0.070000,2028.25
"Kepler-1992 b",0.91000000,,5.050000,38.9900,5383.00,0.000000,637.00
"HD 159868 c",14.00000000,,0.489000,3.3758,5534.00,0.184000,383.37
"Kepler-140 b",1.61000000,,4.240000,848.6950,6077.00,0.000000,1301.00
"HATS-69 b",10.59250500,1.83387910000000e+02,0.460000,466.6000,5137.00,0.519000,1295.70
"Kepler-139 b",2.94000000,7.00000000000000e+00,2.169438,64.7800,5594.00,0.000000,752.00
"bet UMi b",12.70000000,,5.200000,273.9958,4126.00,0.190000,1040.63
"Kepler-134 b",2.00000000,,3.200000,301.3670,5983.00,0.000000,1105.00
"Kepler-1665 b",2.83910787,,2.030000,40.4000,5049.84,0.000000,906.00
"HD 108236 f",2.01700000,,3.160000,22.9084,5660.00,0.051000,609.59
"HD 73344 b",2.88400000,1.04800000000000e+01,2.451000,111.9729,6252.60,0.030000,911.00
"Kepler-1617 b",1.20000000,,5.950000,64.6890,6167.00,0.000000,736.00
"Kepler-2001 c",1.82000000,,3.620000,30.1000,5081.00,0.000000,597.00
"Kepler-1443 b",0.97000000,,5.240000,2809.1650,6289.00,0.000000,1602.00
"XO-1 b",12.77826000,2.63798900000000e+02,0.640000,321.8500,5750.00,0.000000,1210.00
"HD 206893 c",16.36511182,3.52789531770000e+03,4.420000,0.2043,6500.00,0.283000,1181.90
"HD 233832 b",13.50000000,,1.260000,0.0376,4981.00,0.359000,117.80
"TOI-2364 b",8.60849718,7.15113915750000e+01,0.610000,237.0000,5306.00,0.000000,1091.00
"Kepler-30 d",8.80000000,2.31000000000000e+01,0.190000,1.9620,5498.00,0.022000,308.00
"Kepler-1125 b",1.84000000,,3.560000,41.0400,5683.00,0.000000,778.00
"TOI-4527.01",0.90866170,,5.050000,571.5072,3702.00,,1362.93
"Kepler-1321 c",2.40000000,,2.520000,115.9090,4094.00,0.000000,697.00
"HD 73344 d",13.20000000,8.10462437850000e+02,1.940000,0.0407,6148.00,0.180000,126.51
"TOI-6692 b",11.67975789,1.97053612340000e+02,0.680000,182.3533,5890.00,0.537000,467.00
"Kepler-792 b",1.96000000,,3.280000,176.0320,5971.00,0.000000,852.00
"K2-80 c",1.47000000,,4.770000,166.0000,5441.00,,1002.42
"TOI-6000 b",0.94000000,,5.150000,258.7482,3419.00,,1120.00
"HD 28109 b",2.69000000,6.20000000000000e+00,1.800000,33.4501,6189.00,0.007100,867.00
"Kepler-891 b",6.41000000,,0.701000,44.3260,5887.00,0.000000,486.00
"TOI-5624 d",3.58400000,4.90000000000000e+00,0.590000,157.0550,5327.00,0.000000,712.60
"Kepler-765 b",2.43000000,,2.480000,48.9470,5901.00,0.000000,641.00
"Kepler-1516 b",1.75000000,,3.800000,615.2530,5904.00,0.000000,967.00
"Kepler-1159 b",2.37000000,,2.560000,80.9840,6217.00,0.000000,677.00
"HATS-18 b",14.89676100,6.29144485000000e+02,1.116900,2990.0000,5600.00,0.166000,2069.48
"TOI-1873 b",2.86356397,,2.010000,171.8936,5597.99,,923.50
"Kepler-113 b",1.82000000,1.17000000000000e+01,10.730000,105.3330,4725.00,0.000000,775.00
"TIC 160113658 b",3.49015778,,1.550000,,4817.31,,
"CoRoT-25 b",12.11000000,8.58100000000000e+01,0.150000,414.1434,6040.00,0.000000,1330.00
"HD 216536 b",13.80000000,,0.698000,169.5666,4639.00,0.380000,897.99
"TOI-2407 b",4.26000000,,1.190000,41.0000,3530.00,0.080000,705.00
"Kepler-1060 b",2.38000000,,2.550000,17.4160,5797.00,0.000000,484.00
"Kepler-154 e",1.50000000,,4.660000,480.4050,5769.00,0.000000,1140.00
"Kepler-1844 b",3.03648191,,1.860000,314.2500,5776.00,0.000000,1074.00
"Kepler-1036 b",3.01000000,,1.880000,2.8210,5533.00,0.000000,326.00
"Kepler-561 c",2.68000000,,2.180000,183.1660,5646.00,0.000000,989.00
"Kepler-37 b",0.30980000,7.90000000000000e-01,140.000000,44.5000,5357.00,0.098000,718.00
"Kepler-585 b",2.83000000,,2.040000,489.1490,5593.00,0.000000,1178.00
"K2-203 b",1.26549392,,5.800000,49.6336,5026.00,0.230000,738.40
"Kepler-233 b",2.43000000,,2.480000,85.1310,5360.00,0.000000,751.00
"Kepler-1863 b",2.26309256,,2.720000,41.5000,5871.00,0.000000,508.00
"Kepler-356 c",1.81000000,,3.640000,209.3680,6133.00,0.000000,913.00
"Kepler-1865 b",1.57686072,,4.360000,495.1400,5420.00,0.000000,1203.00
"TOI-5126 b",4.74000000,,1.040000,467.0000,6150.00,0.000000,1442.00
"VHS J125601.92-125723.9 b",13.67495645,5.08525451200000e+03,10.900000,0.0000,2620.00,0.680000,1194.00
"Kepler-505 b",2.60000000,,2.270000,3.6410,3931.00,0.000000,314.00
"WASP-147 b",12.49803500,8.74032500000000e+01,0.263000,639.4923,5702.00,0.000000,1404.00
"HD 23079 c",2.80000000,,2.070000,,5994.00,0.097000,
"Kepler-166 d",1.73000000,,3.860000,651.4090,5350.00,0.000000,1313.00
"Kepler-1480 b",1.67000000,,4.050000,16.3170,5156.00,0.000000,721.00
"Kepler-1987 d",2.66000000,,2.210000,72.3800,4769.00,0.000000,744.00
"HD 125612 d",12.70000000,2.28137230544600e+03,6.120000,0.0724,5900.00,0.115000,147.48
"Kepler-245 b",2.57000000,1.46780000000000e+02,0.120000,77.7490,5100.00,0.000000,753.00
"TOI-2141 c",2.35000000,,2.600000,241.0000,5635.00,,1095.00
"WASP-4 b",15.12091496,3.81394088400000e+02,0.647184,1188.6219,5436.00,0.005300,1653.00
"Kepler-1556 b",1.96000000,,3.280000,92.1380,5608.00,0.000000,797.00
"Kepler-209 b",2.26000000,,2.730000,48.6620,5513.00,0.000000,668.00
"OGLE-2018-BLG-1269L b",14.10000000,2.10000000000000e+02,0.412000,,,,
"Kepler-131 c",0.84000000,8.25000000000000e+00,77.700000,35.7360,5685.00,0.000000,615.00
"Kepler-24 d",1.67000000,2.93959000000000e+02,152.000000,601.8950,5897.00,0.000000,1305.00
"HD 28254 b",13.00000000,1.20774794660000e+03,3.020000,0.3645,5664.00,0.950000,212.28
"HD 127195 c",14.10000000,,0.405000,,4981.00,0.050000,
"HATS-40 b",17.71022000,5.05349700000000e+02,0.490000,3163.3762,6460.00,0.312000,2101.00
"K2-266 e",2.73000000,1.43000000000000e+01,2.210000,9.5810,4285.00,0.043000,490.10
"HD 33283 b",12.50000000,,0.294000,191.9541,5935.00,0.399000,1034.40
"Kepler-237 b",1.41000000,,5.040000,124.9610,4861.00,0.000000,823.00
"K2-126 b",1.97000000,,3.260000,35.3000,4339.00,0.060000,601.00
"HD 224018 d",2.40000000,4.20000000000000e+00,1.700000,4.7348,5784.00,0.040000,411.00
"HD 125612 b",13.20000000,,2.260000,0.6309,5900.00,0.446000,253.38
"K2-183 b",1.10000000,,5.660000,,5482.00,,
"HD 109988 b",12.10000000,6.93533366914700e+03,21.500000,0.0031,5185.97,0.056000,65.91
"Kepler-100 e",5.27000000,,0.906000,25.4128,5884.00,0.026437,621.73
"Kepler-219 c",3.58000000,,1.500000,54.1050,5786.00,0.000000,766.00
"Kepler-1790 b",3.14461450,,1.770000,49.2000,5866.00,0.000000,682.00
"Kepler-1641 c",2.95000000,,1.930000,42.1450,6152.00,0.000000,767.00
"HD 75898 c",12.60000000,2.69836317543000e+03,7.410000,0.0528,6122.00,0.080000,135.20
"WASP-155 b",13.45077684,2.76828542497000e+02,0.620000,771.0000,5660.00,0.000000,1468.00
"K2-386 b",2.32000000,,2.640000,,5749.00,,
"HATS-35 b",16.40997600,3.88388260000000e+02,0.484000,2440.7000,6300.00,0.306000,2037.00
"Kepler-918 b",1.74000000,,3.840000,258.7020,6028.00,0.000000,1052.00
"K2-206 b",2.79522879,,2.070000,,5043.00,,
"Kepler-141 b",0.69000000,,4.300000,228.6630,4910.00,0.000000,968.00
"Kepler-582 b",3.68000000,,1.440000,25.0560,5564.00,0.000000,603.00
"TOI-912 b",1.93000000,5.10000000000000e+00,4.000000,15.0000,3572.00,0.580000,551.00
"Kepler-335 c",3.07000000,,1.830000,32.0350,5877.00,0.000000,592.00
"XO-2 S c",13.60000000,,0.958000,3.3572,5325.00,0.149000,376.79
"Kepler-31 d",3.90000000,2.16124400000000e+03,0.077000,11.8000,6340.00,0.000000,484.00
"TOI-4427 b",13.09208946,8.77206403320000e+01,0.214000,195.0000,5347.00,0.074000,1040.00
"TOI-2583 A b",14.45958510,7.94571017500000e+01,0.144000,750.9000,5936.00,0.000000,1456.00
"Kepler-966 b",4.13000000,,1.250000,10.9720,5840.00,0.000000,391.00
"HD 50499 c",13.20000000,,2.220000,0.0292,6099.00,0.000000,116.69
"WASP-140 b",14.23540549,7.75505200000000e+02,1.578175,491.3260,5300.00,0.047000,1270.00
"Kepler-630 b",3.18000000,,1.740000,5.5680,5829.00,0.000000,343.00
"Kepler-874 b",3.94000000,,1.320000,31.6240,6020.00,0.000000,560.00
"KMT-2021-BLG-0322L b",12.70000000,2.03410180480000e+03,5.460000,,,,
"Kepler-235 b",2.23000000,,2.770000,44.0000,4255.00,0.000000,731.00
"GJ 504 b",12.10569916,1.27130000000000e+03,3.940000,0.0011,6234.00,,510.00
"EPIC 220492298 b",0.99000000,,5.310000,,5620.00,,
"WASP-126 c",9.38000000,6.42000000000000e+01,0.427000,,5800.00,0.050000,
"Kepler-85 c",1.97800000,2.15000000000000e+00,1.527272,61.9290,5505.20,0.027000,706.00
"Kepler-1345 b",2.36000000,,2.580000,68.4690,6449.00,0.000000,693.00
"GJ 667 C c",1.77000000,,3.770000,0.8774,3350.00,0.020000,
"K2-395 c",3.39500000,,1.600000,,5007.00,,
"Kepler-866 b",1.63000000,,4.170000,196.1270,4751.00,0.000000,996.00
"Kepler-223 b",2.99000000,7.40000000000000e+00,1.540000,444.0530,5803.00,0.078000,1042.00
"HD 4732 c",13.10000000,,2.610000,0.5881,4898.00,0.187000,243.69
"Kepler-922 b",1.42000000,,4.990000,2142.6340,5671.00,0.000000,1876.00
"Gaia-2 b",14.81827249,2.59665808519000e+02,0.439000,512.0235,5720.00,,1213.23
"HATS-67 b",18.88716500,4.60853500000000e+02,0.374000,3821.0000,6594.00,0.057000,2193.00
"KMT-2020-BLG-0202L b",12.40000000,3.90293283796000e+03,11.200000,,,,
"Kepler-549 b",2.57000000,1.10000000000000e+01,1.900000,9.5490,5360.00,0.000000,487.00
"HD 127195 b",14.00000000,,0.426000,,4981.00,0.040000,
"GJ 1148 b",11.90000000,,0.315000,0.4906,3287.00,0.380000,232.94
"Kepler-1780 b",3.60600667,,1.490000,3.1400,5403.00,0.000000,340.00
"HD 28471 b",1.75000000,,3.810000,653.3957,5766.00,0.195000,1377.00
"NY Vir b",13.30000000,7.30978000000000e+02,1.710000,2.1780,32780.00,0.150000,338.12
"TOI-2447 b",9.60609646,1.24906563951000e+02,0.774000,44.5933,5730.00,0.170000,414.00
"K2-58 d",1.71000000,,3.920000,24.6000,5413.00,,621.48
"TOI-4137 b",13.57407563,4.57672906080000e+02,1.010000,1013.0000,6202.00,0.000000,1570.00
"GJ 625 b",1.49000000,,4.680000,2.0787,3499.00,0.130000,335.59
"Kepler-267 b",1.98000000,3.79000000000000e+01,26.800000,45.8430,4258.00,0.000000,615.00
"Kepler-775 b",1.19000000,,5.900000,1496.7500,5468.00,0.000000,1612.00
"KIC 10068024 b",13.40000000,,1.450000,,6118.40,,
"WASP-177 b",17.71022000,1.61457640000000e+02,0.172000,279.7736,5017.00,,1142.00
"NGC 2682 Sand 1429 b",13.40000000,,1.310000,37.2589,6000.00,0.000000,683.00
"TOI-6034 b",11.92000000,2.54000000000000e+02,0.820000,43.0000,3635.00,0.040000,714.00
"Kepler-791 b",3.05000000,,1.850000,140.0570,6383.00,0.000000,939.00
"TOI-1260 b",2.41000000,8.56000000000000e+00,3.350000,95.5800,4227.00,0.000000,871.00
"TOI-1062 b",2.26500000,1.01500000000000e+01,4.850000,232.0000,5328.00,0.177000,1077.00
"WASP-79 b",17.14974047,2.70154145950000e+02,0.130000,1645.9887,6600.00,0.000000,1716.20
"Kepler-1630 b",2.19000000,,2.840000,0.2600,4736.00,0.000000,182.00
"Kepler-1365 b",0.92000000,,5.090000,456.2500,5770.00,0.000000,969.00
"Kepler-133 c",2.84000000,,2.030000,67.1610,5736.00,0.000000,663.00
"Kepler-346 c",3.07000000,,1.830000,23.8120,6033.00,0.000000,654.00
"Kepler-160 b",1.71500000,,3.910000,396.6190,5471.00,0.000000,1134.00
"Kepler-341 d",1.85000000,,3.540000,45.4230,6012.00,0.000000,622.00
"K2-125 b",2.18000000,,2.860000,2.0000,3654.47,0.080000,321.22
"HD 27442 b",13.50000000,,1.110000,4.3915,4846.00,0.060000,369.62
"Kepler-1489 b",1.77000000,,3.750000,11.8930,5655.00,0.000000,400.00
"Kepler-1623 b",1.31000000,,5.550000,243.0800,5772.00,0.000000,1000.00
"HD 156411 b",14.00000000,,0.471000,1.5229,5900.00,0.220000,304.95
"Kepler-496 b",2.32000000,,2.640000,62.9260,5293.00,0.000000,747.00
"TOI-4463 A b",13.26022417,2.52355755158000e+02,0.595000,633.0000,5640.00,0.000000,1395.00
"Kepler-1246 b",1.36000000,,5.290000,26.4510,4611.00,0.000000,554.00
"Kepler-1126 b",1.73000000,,3.860000,4.5500,5798.00,0.000000,374.00
"Kepler-926 b",2.31000000,,2.650000,17.8830,5806.00,0.000000,524.00
"GJ 676 A e",2.47000000,,2.430000,2.7678,3734.00,0.152000,351.55
"Kepler-287 b",2.33000000,8.30000000000000e+01,27.300000,35.7500,5806.00,0.000000,667.00
"HAT-P-21 b",12.44199000,1.54783210000000e+03,3.633781,459.5420,5588.00,0.230000,1367.00
"TOI-2145 b",12.24020692,1.80526535176000e+03,5.340000,515.9390,6206.00,0.214000,1484.00
"Kepler-48 c",2.71000000,1.46100000000000e+01,4.010000,67.5930,5194.00,0.000000,736.00
"TOI-2096 b",1.24300000,,5.950000,9.4000,3300.00,0.150000,445.00
"HD 213472 b",13.10000000,,2.720000,0.0114,5729.54,0.530000,91.76
"Kepler-1356 b",1.53000000,,4.540000,1966.0570,5106.00,0.000000,1714.00
"HD 13908 c",12.80000000,,4.270000,0.9705,6255.00,0.120000,273.57
"Kepler-605 c",0.86000000,,4.890000,513.0300,5462.00,0.000000,1278.00
"Kepler-292 c",1.47000000,,4.770000,242.4160,5299.00,0.000000,1001.00
"Kepler-889 b",1.09000000,,5.600000,954.5880,5961.00,0.000000,1328.00
"Kepler-1254 c",1.30000000,,5.600000,132.3910,4985.00,0.000000,927.00
"Kepler-244 c",2.05000000,,3.100000,81.5740,5554.00,0.000000,791.00
"Kepler-1332 b",1.37000000,,5.240000,77.5590,5581.00,0.000000,728.00
"HIP 35965 b",12.60000000,2.58998368864300e+03,7.110000,0.0009,4836.00,0.138000,48.85
"OGLE-2013-BLG-0102L b",12.30000000,4.10000000000000e+03,12.100000,,,,
"HD 80913 b",12.00000000,7.50520000289800e+03,23.900000,0.0326,6013.24,0.313000,118.23
"HD 134060 b",3.16000000,,1.760000,730.4602,5966.00,0.450000,1473.18
"Kepler-1950 b",1.52696349,,4.550000,75.8300,5455.00,0.000000,752.00
"Kepler-1984 b",6.81000000,,0.649000,48.8200,3638.00,0.000000,675.00
"TOI-7510 c",10.81000000,1.31000000000000e+02,0.573000,92.4087,5720.00,0.009100,702.00
"K2-60 b",7.65574700,1.35395580000000e+02,1.700000,1212.0000,5500.00,0.000000,1400.00
"Kepler-1397 b",1.72000000,,3.900000,58.1030,6026.00,0.000000,551.00
"Kepler-358 b",2.72000000,,2.140000,21.8050,5908.00,0.000000,554.00
"Kepler-354 d",1.24000000,,5.970000,8.9490,4648.00,0.000000,451.00
"TOI-3135 b",13.65253849,3.27363259210000e+02,0.700000,464.0000,5890.00,0.240000,1292.00
"Kepler-718 b",16.56000000,,,1324.2000,6191.00,0.000000,1497.00
"Kepler-1179 b",1.32000000,,5.500000,288.5700,5212.00,0.000000,1137.00
"Kepler-381 c",1.12000000,,5.710000,225.3310,6152.00,0.000000,1180.00
"Kepler-1342 b",1.66000000,,4.070000,559.2750,5527.00,0.000000,1283.00
"Kepler-1544 b",1.78000000,,3.720000,0.8330,4886.00,0.000000,269.00
"WASP-174 b",16.10730527,1.04883374310000e+02,0.135000,901.9000,6399.00,0.000000,1528.00
"CD-35 2722 b",17.37392009,9.37593800650000e+03,9.820000,0.0000,3689.00,,1800.00
"Kepler-475 b",2.49000000,,2.410000,215.4620,5009.00,0.000000,980.00
"Kepler-1978 b",2.67000000,,2.200000,49.3000,5251.00,0.000000,676.00
"GJ 3222 b",3.40000000,,1.600000,67.5954,5257.46,0.929000,811.06
"Kepler-1836 b",2.55303229,,2.330000,338.1500,6123.00,0.000000,1093.00
"Barnard e",0.63700000,,4.100000,2.4456,3195.00,0.040000,340.00
"Kepler-141 c",1.41000000,,5.040000,77.4120,4910.00,0.000000,738.00
"Kepler-948 b",1.85000000,,3.540000,126.2030,5679.00,0.000000,841.00
"K2-201 b",1.40006712,,5.090000,,5507.00,,
"HD 181433 d",13.20000000,8.58136698900000e+02,2.050000,0.0077,4918.00,0.444000,81.19
"HD 213885 b",1.74500000,8.83000000000000e+00,9.150000,1882.9400,5978.00,0.000000,2128.00
"HIP 39330 b",13.50000000,5.30773439690000e+02,1.190000,0.0440,5748.00,0.078000,125.05
"OGLE-2016-BLG-1195L b",1.11000000,1.43000000000000e+00,5.750000,,,,
"MOA-2009-BLG-266L b",3.21000000,1.04000000000000e+01,1.730000,,,,
"Kepler-887 c",1.13000000,,5.750000,407.9770,6194.00,0.000000,1089.00
"Kepler-306 d",2.47000000,,2.430000,21.9830,4954.00,0.000000,535.00
"Kepler-177 c",8.73000000,1.47000000000000e+01,0.121000,25.4000,5732.00,0.000000,497.00
"Kepler-52 c",1.84000000,4.54000000000000e+01,20.000000,8.5500,4075.00,0.012000,433.00
"Kepler-572 b",2.58000000,,2.300000,26.8890,5212.00,0.000000,553.00
"Kepler-1450 b",1.71000000,,3.920000,3.0780,4524.00,0.000000,308.00
"HD 10180 f",5.24000000,,0.913000,6.1329,5911.00,0.119000,427.54
"Kepler-882 b",1.23000000,,6.020000,259.0290,5476.00,0.000000,903.00
"Kepler-559 b",3.61000000,,1.480000,42.5430,5630.00,0.000000,706.00
"TOI-1232 b",10.92875618,2.20572914458000e+02,0.926000,90.0659,5823.00,0.065000,785.71
"TOI-4773 b",15.22179579,1.68766884117000e+03,2.630000,3879.8071,6740.00,0.024000,2255.00
"Kepler-1312 b",2.10000000,,3.000000,219.1170,5719.00,0.000000,978.00
"WASP-22 b",13.78707000,2.12946100000000e+02,0.444000,837.7034,6000.00,0.020000,1502.00
"Kepler-272 b",1.43000000,7.80000000000000e+01,147.000000,801.7410,5297.00,0.000000,1200.00
"Kepler-35 b",8.16000000,4.03630000000000e+01,0.410000,2.5804,5606.00,0.042000,352.89
"Kepler-1511 b",1.68000000,,4.010000,228.2190,6064.00,0.000000,903.00
"HD 102117 b",8.47000000,,0.489000,63.8539,5655.00,0.120000,780.86
"WASP-34 b",11.20900000,1.77984800000000e+02,0.412000,229.9620,5700.00,0.040000,1250.00
"Kepler-1426 b",1.56000000,,4.410000,95.2200,5831.00,0.000000,797.00
"Kepler-1988 b",1.53000000,,4.540000,351.7900,6033.00,0.000000,1105.00
"HD 48948 d",3.24000000,,1.710000,2.4600,4593.00,0.055000,349.00
"Kepler-968 c",1.69000000,,3.980000,58.1500,4598.00,0.000000,644.00
"Kepler-678 b",5.14000000,,0.935000,113.6400,5520.00,0.000000,833.00
"Kepler-144 c",1.35000000,,5.340000,207.2470,6075.00,0.000000,1046.00
"Kepler-427 b",13.79000000,9.21700000000000e+01,0.160000,208.7210,5800.00,0.570000,1100.00
"TOI-1298 b",9.65807033,9.90000000000000e+01,0.600000,732.0077,5752.00,0.000000,1278.00
"OGLE-2016-BLG-1067L b",14.30000000,1.40000000000000e+02,0.263000,,,,
"eps Tau b",12.70000000,,6.130000,22.1470,4877.00,0.076000,603.08
"Kepler-1874 b",2.21110724,,2.810000,3.7900,4701.00,0.000000,356.00
"OGLE-2005-BLG-390L b",2.21000000,5.50000000000000e+00,2.800000,,,,50.00
"HD 93385 c",2.56000000,,2.330000,128.3482,5977.00,0.200000,937.43
"K2-88 b",1.23000000,,6.020000,7.8000,3537.00,0.260000,464.60
"OGLE-2014-BLG-0319L b",14.10000000,1.81162191990000e+02,0.355000,,,,
"Teegarden's Star b",1.05000000,,5.510000,1.0800,3034.00,0.030000,277.00
"TOI-5634 A b",10.42000000,5.88000000000000e+02,,77.0000,3896.00,0.000000,837.00
"TOI-883 b",7.17166228,,0.606000,91.5488,5713.15,,861.00
"GJ 667 C e",1.45000000,,4.870000,0.3022,3350.00,0.020000,
"Kepler-164 d",2.45000000,,2.450000,35.8900,5888.00,0.000000,637.00
"Kepler-431 c",0.66800000,,4.220000,415.5450,6004.00,0.000000,951.00
"Kepler-140 c",1.80000000,,3.670000,9.9570,6077.00,0.000000,428.00
"Kepler-247 c",4.09000000,,1.260000,53.8990,5100.00,0.000000,686.00
"Kepler-32 b",2.20000000,1.30300000000000e+03,0.460000,22.0250,3900.00,0.000000,514.00
"TIC 279401253 b",11.20898070,1.95146641898000e+03,7.610000,9.1803,5951.00,0.448000,486.37
"Kepler-1818 b",1.71360684,,3.910000,504.2300,6047.00,0.000000,1209.00
"K2-193 b",3.95000000,,1.320000,59.9210,5817.00,,739.00
"HD 15906 c",2.93000000,,1.950000,13.3700,4757.00,0.040000,532.00
"TOI-1839 c",2.40867246,,2.510000,,5315.91,,
"HD 17156 b",12.26262489,1.03612060682000e+03,3.080000,68.8000,6046.00,0.677200,888.00
"TOI-871 b",1.66400000,,4.070000,24.7800,4929.00,,621.00
"WASP-124 b",13.89916000,1.90698000000000e+02,0.430000,748.0000,6050.00,0.017000,1400.00
"GJ 251 c",1.80000000,,3.660000,0.4040,3342.00,0.000000,216.00
"Kepler-1649 b",1.01700000,,5.380000,2.2080,3240.00,0.000000,307.00
"Kepler-1518 c",2.90000000,,1.970000,338.3300,6432.00,0.000000,1094.00
"ITG 15 b",12.10000000,6.67439654700000e+03,20.700000,,,,2601.00
"TOI-4311 b",1.37600000,4.50000000000000e+00,9.300000,1273.0000,5063.00,,1664.00
"Kepler-767 b",6.64000000,,0.670000,9.3650,5694.00,0.000000,366.00
"TOI-2986 b",9.29224500,9.66198357280000e+01,0.660000,1156.0000,5906.00,0.140000,1622.00
"K2-83 b",1.24400000,,5.940000,41.5000,3910.00,0.070000,707.17
"2MASS J22362452+4751425 b",12.30000000,3.97287500000000e+03,11.700000,0.0000,4045.00,,10.30
"HAT-P-63 b",12.54284940,1.95146641898000e+02,0.540000,387.4000,5400.00,0.069000,1237.00
"Kepler-1182 b",2.41000000,,2.510000,197.8820,5924.00,0.000000,796.00
"Kepler-1990 c",0.98000000,,5.280000,442.0800,5751.00,0.000000,1170.00
"Kepler-1688 b",1.26174569,,5.830000,84.0100,4632.11,0.000000,772.00
"Kepler-1191 b",1.51000000,,4.610000,167.1840,5308.00,0.000000,952.00
"Kepler-328 b",2.30000000,2.85000000000000e+01,7.800000,57.0790,6064.00,0.000000,602.00
"KMT-2019-BLG-0842L b",3.19000000,1.02800000000000e+01,1.740000,,,,
"TOI-4638.01",2.93300000,,1.940000,87.8100,5700.00,,779.83
"Kepler-511 c",4.20964327,,1.220000,101.6000,5866.00,0.000000,742.00
"Kepler-1337 b",2.41000000,,2.510000,9.1830,4523.00,0.000000,437.00
"K2-198 b",4.18900000,,1.220000,,5212.90,,715.80
"TOI-1054.01",2.43432000,,2.480000,88.0718,6122.00,,853.00
"Gaia23braL b",13.50000000,5.18060303410000e+02,1.160000,0.0464,5055.00,,129.20
"Kepler-1997 b",2.28000000,,2.700000,44.8600,6215.00,0.000000,660.00
"TOI-1062 c",3.10000000,,1.800000,95.0000,5328.00,0.140000,859.00
"Kepler-296 c",2.00000000,,1.200000,14.8000,3740.00,0.330000,606.00
"TOI-5678 b",4.91000000,2.00000000000000e+01,0.928000,3.8369,5485.00,0.140000,513.00
"Kepler-1593 b",3.17000000,,1.760000,0.8890,4995.00,0.000000,260.00
"HD 217107 c",12.90000000,1.38891013859000e+03,3.560000,0.0357,5622.00,0.391800,123.27
"Kepler-625 b",1.99000000,,3.220000,407.8330,5789.00,0.000000,852.00
"Kepler-1302 b",1.43000000,,4.940000,58.3440,5236.00,0.000000,778.00
"HD 98219 b",13.40000000,,1.430000,7.0547,4925.00,0.079000,453.77
"K2-129 b",1.04000000,,5.470000,4.5000,3459.09,0.130000,419.19
"Kepler-977 b",2.62000000,,2.250000,13.9550,5315.00,0.000000,544.00
"GJ 393 b",1.17000000,,5.870000,9.2100,3579.00,,485.00
