pl_name,pl_rade,pl_masse,pl_dens,pl_insol,st_teff,pl_orbeccen,pl_eqt
"OGLE-2015-BLG-1670L b",4.42000000,1.79000000000000e+01,1.140000,,,,
"TOI-5515 b",2.65362762,,2.210000,86.6267,5483.65,,778.10
"K2-348 b",3.26000000,,1.700000,133.0830,5077.00,,908.00
"TOI-640 b",19.27944680,1.81162191990000e+02,0.138000,1150.1200,6460.00,0.013000,1816.00
"Kepler-187 b",1.41000000,,5.040000,902.2390,6105.00,0.000000,1244.00
"KMT-2019-BLG-0414L b",12.90000000,1.45247581999000e+03,3.720000,,,,
"HIP 66074 b",12.90000000,1.58914203500000e+03,4.070000,0.2381,4300.00,0.948000,192.69
"HD 147018 b",13.40000000,,1.540000,12.4842,5441.00,0.468600,519.98
"HD 160691 c",,1.39844499080000e+03,,0.1092,5773.00,0.039000,157.21
"HD 216520 b",3.18000000,,1.750000,9.0089,5103.00,0.090000,482.10
"Kepler-573 b",2.79000000,,2.070000,46.4400,5746.00,0.000000,646.00
"Kepler-975 b",1.48000000,,4.730000,328.6980,4897.00,0.000000,1599.00
"Kepler-520 c",1.07000000,,5.560000,351.6900,6112.00,0.000000,1107.00
"Kepler-476 b",3.08000000,,1.820000,100.0900,5837.00,0.000000,807.00
"Kepler-1073 c",1.64000000,,4.150000,357.0820,5792.00,0.000000,1169.00
"Kepler-684 b",3.36000000,,1.620000,102.8700,5493.00,0.000000,812.00
"Kepler-351 b",3.06000000,4.80000000000000e+00,0.921000,11.9830,5643.00,0.000000,498.00
"Kepler-1295 b",1.55000000,,4.460000,279.9410,5486.00,0.000000,1029.00
"KMT-2023-BLG-0466L b",13.10000000,1.03294232275000e+03,2.520000,,,,
"HD 158259 e",2.34000000,,2.610000,,5801.89,,
"HATS-54 b",11.37711541,2.39324790471000e+02,0.770000,476.9650,5621.00,0.000000,1429.00
"WASP-159 b",15.46842000,1.74806500000000e+02,0.280000,1599.9200,6120.00,0.000000,1850.00
"K2-26 b",2.67000000,,2.200000,5.8000,3785.00,,430.00
"TIC 9344899 b",9.16000000,6.17000000000000e+03,44.100000,149.8610,5800.00,0.029000,923.00
"Kepler-670 b",13.18000000,,,528.2230,5709.00,0.000000,1219.00
"Kepler-118 b",1.96000000,,3.280000,79.7530,5274.00,0.000000,784.00
"BD-210397 b",14.00000000,,0.429000,0.0200,4051.00,0.100000,104.11
"LHS 1903 d",2.50000000,5.96000000000000e+00,2.090000,6.3500,3664.00,0.112000,442.00
"CoRoT-24 b",3.70000000,5.70000000000000e+00,0.900000,79.8260,4950.00,0.000000,1070.00
"HIP 948 b",12.10000000,6.54726518420000e+03,20.300000,0.0008,4497.00,0.230000,46.40
"KMT-2023-BLG-1743L b",12.10000000,6.35656814000000e+03,19.700000,,,,
"Kepler-1062 b",1.76000000,,3.780000,33.7600,4597.00,0.000000,583.00
"K2-167 b",2.36509493,6.50000000000000e+00,2.870000,317.0000,6310.00,0.480000,1220.00
"Kepler-495 b",5.23000000,,0.914000,310.0210,5346.00,0.000000,1200.00
"Kepler-1151 b",2.22000000,,2.790000,4.8600,5470.00,0.000000,485.00
"Kepler-574 b",2.39000000,,2.540000,120.4700,5612.00,0.000000,858.00
"TOI-3819 b",13.13692538,3.52789531770000e+02,0.850000,1186.0000,5859.00,0.000000,1633.00
"Kepler-1162 b",2.21000000,,2.810000,12.2450,5390.00,0.000000,490.00
"GJ 414 A c",8.40000000,,0.499000,0.0607,4120.00,0.105000,124.70
"Kepler-401 b",1.71000000,,3.920000,254.2500,6117.00,0.000000,889.00
"Kepler-37 e",0.37000000,,879.000000,7.6252,5288.00,0.000000,401.00
"HD 28185 c",12.80000000,1.90697044200000e+03,5.000000,0.0134,5602.00,0.150000,94.85
"HD 10180 c",,2.74158783878200e+03,,362.4092,5911.00,0.073000,1185.40
"HAT-P-19 b",11.29865255,8.80384687390000e+01,0.335000,154.0000,4962.00,0.070000,981.20
"TOI-1634 b",1.75900000,4.90000000000000e+00,5.282044,121.0000,3550.00,0.000000,900.00
"HD 19994 b",13.60000000,,0.951000,2.2324,6188.00,0.063000,350.10
"Kepler-82 b",4.07000000,1.21500000000000e+01,0.980000,19.5580,5401.00,0.003300,562.00
"Kepler-446 c",1.11000000,,5.670000,6.7050,3359.00,0.000000,520.00
"KOI-1257 b",10.54000000,4.60830000000000e+02,2.100000,7.2800,5520.00,0.772000,511.00
"Kepler-138 e",0.79700000,4.30000000000000e-01,4.670000,1.7300,3841.00,0.112000,292.00
"TOI-5789 c",2.86000000,5.00000000000000e+00,1.160000,8.7194,5185.00,0.067000,718.00
"HD 222582 b",12.60000000,,7.310000,0.7253,5790.00,0.730000,256.39
"Kepler-1650 b",0.96000000,,5.220000,54.5620,3410.00,0.010000,602.00
"Kepler-210 c",3.62000000,,1.480000,25.4400,4559.00,0.000000,497.00
"TOI-1269 b",2.40144286,6.40000000000000e+00,2.530000,231.2034,5499.00,0.000000,1004.90
"Kepler-1551 b",2.66000000,,2.210000,60.4210,6136.00,0.000000,722.00
"K2-159 b",2.26000000,,2.730000,49.2934,5425.00,,684.00
"Kepler-1352 b",0.89000000,,4.990000,1892.5860,6118.00,0.000000,1701.00
"TOI-2236 b",14.36991326,5.02168883060000e+02,0.930000,1356.0000,6248.00,0.000000,1688.00
"HD 132563 b",13.60000000,,1.030000,0.3447,6289.00,0.220000,213.27
"Kepler-1439 b",1.46000000,,4.820000,9.0810,3578.00,0.000000,420.00
"Kepler-1202 b",2.94000000,,1.940000,23.8760,5834.00,0.000000,547.00
"HIP 113103 b",1.82900000,,3.590000,55.7356,4930.00,0.170000,721.00
"MOA-2011-BLG-322L b",12.40000000,3.69000000000000e+03,10.600000,,,,
"HAT-P-44 c",13.00000000,,3.180000,0.2084,5295.00,0.494000,187.92
"K2-149 b",1.64000000,,4.150000,7.0000,3745.00,,472.41
"Kepler-139 d",1.69500000,2.00000000000000e+00,5.270467,172.3000,5622.00,0.000000,972.00
"Kepler-1474 b",2.16000000,,2.900000,21.3920,5870.00,0.000000,561.00
"HD 14067 b",12.20000000,4.86277462710000e+03,14.700000,2.9812,4815.00,0.650000,360.28
"Kepler-128 c",1.52100000,3.38000000000000e+00,5.237935,130.9790,6072.00,0.037000,843.00
"Kepler-1639 b",2.58000000,,2.300000,187.8480,6150.00,0.000000,1003.00
"TOI-2580 b",17.37392009,2.00231896410000e+02,0.220000,1730.0000,6120.00,0.080000,2410.00
"Kepler-485 b",14.41000000,,,622.0140,5958.00,0.000000,1243.00
"Kepler-1000 b",4.76000000,,1.030000,18.0000,6453.00,0.000000,473.00
"HAT-P-7 b",16.92559000,5.84807200000000e+02,0.712000,4353.4080,6389.00,0.000000,2733.00
"Kepler-33 b",1.74000000,,3.840000,744.0110,5904.00,0.000000,1336.00
"2MASS J02192210-3925225 b",16.14096000,4.41783700000000e+03,5.770000,0.0000,3064.00,,6.27
"TOI-2084 b",2.47000000,,2.430000,12.8000,3551.00,,527.00
"Kepler-1602 b",1.34000000,,5.390000,124.5070,6296.00,0.000000,1159.00
"K2-222 b",2.27500000,7.50000000000000e+00,3.721139,95.0000,5942.00,0.021000,803.00
"KMT-2021-BLG-1372L b",9.12000000,6.12700000000000e+01,0.444000,,,,
"K2-72 e",1.29000000,,5.660000,1.2000,3360.47,0.110000,286.34
"HD 25171 b",13.90000000,,0.595000,0.2141,6125.00,0.042000,190.04
"K2-195 b",3.13000000,,1.780000,66.6667,5713.00,,720.00
"TOI-2458 b",2.83000000,1.33100000000000e+01,3.230000,865.0000,6005.00,0.087000,1509.40
"K2-146 b",2.05000000,5.77000000000000e+00,3.690000,20.7000,3385.00,0.129000,534.00
"Kepler-644 b",3.15000000,,1.780000,2381.7700,6747.00,0.000000,1655.00
"Kepler-120 c",1.53000000,,4.540000,16.6250,4096.00,0.000000,455.00
"K2-172 b",1.66608079,,4.060000,,5569.00,,
"TIC 365102760 b",6.21000000,1.92000000000000e+01,0.437000,1316.4951,4900.00,0.406000,1676.12
"Kepler-1153 b",1.73000000,,3.860000,761.8080,5470.00,0.000000,1343.00
"Kepler-1738 b",2.82472883,,2.040000,198.6700,6063.00,0.000000,957.00
"WASP-7 b",14.90797000,3.05116800000000e+02,0.550000,612.6860,6400.00,0.034000,1487.00
"K2-283 b",3.52000000,,1.540000,353.6521,5060.00,,1186.00
"Kepler-226 d",1.22000000,,5.990000,103.6450,5571.00,0.000000,800.00
"Kepler-327 b",1.11000000,,5.670000,73.0560,3799.00,0.000000,682.00
"TOI-1347 b",1.80000000,1.11000000000000e+01,9.900000,1876.1315,5464.00,0.000000,1400.00
"OGLE-2023-BLG-0836L b",12.90000000,1.38573185452000e+03,3.550000,,,,
"HD 10975 b",14.30000000,,0.269000,68.2992,4840.00,0.442000,799.92
"Kepler-109 b",2.49000000,4.90000000000000e+00,1.700000,442.0000,5950.00,0.110000,1276.00
"KMT-2021-BLG-2010L b",13.80000000,3.40076395490000e+02,0.711000,,,,
"K2-28 b",2.32000000,,2.640000,30.1000,3214.00,0.000000,568.00
"K2-6 b",2.50000000,,2.390000,28.6000,5850.00,,615.00
"Kepler-952 b",7.65000000,,0.557000,5.0460,5730.00,0.000000,369.00
"MOA-2019-BLG-008L b",12.20000000,5.72091132600000e+03,17.300000,,,,
"KMT-2019-BLG-0297L b",12.10000000,6.03873973300000e+03,18.700000,,,,
"WASP-26 b",13.56289000,2.70155500000000e+02,0.703000,1225.5264,6034.00,0.000000,1650.00
"Kepler-334 c",1.43000000,,4.940000,97.2100,5828.00,0.000000,822.00
"Kepler-194 d",2.40000000,,2.520000,12.8630,6089.00,0.000000,562.00
"Kepler-272 c",1.79000000,9.78000000000000e+01,93.700000,310.7600,5297.00,0.000000,947.00
"WASP-87 b",15.52446500,6.92869400000000e+02,1.020000,4170.0965,6450.00,0.000000,2049.54
"K2-160 b",3.17824034,,1.750000,,5649.00,,
"Kepler-92 d",2.06700000,,7.457871,46.8440,5904.34,0.070000,637.00
"Kepler-945 b",2.63000000,,2.240000,31.7020,5718.00,0.000000,616.00
"Kepler-723 b",12.19000000,,,251.4800,5539.00,0.000000,1016.00
"K2-90 b",2.60000000,,2.270000,10.2000,4484.00,0.070000,502.00
"GJ 1061 b",1.04000000,1.11000000000000e+00,5.420000,3.8000,2953.00,0.050000,388.11
"Kepler-102 b",0.46000000,1.10000000000000e+00,62.000000,90.0000,4909.00,0.100000,857.00
"HD 202696 c",,5.92435120000000e+02,,4.2662,5040.00,0.028000,402.69
"Kepler-1764 b",4.55527871,,1.090000,16.1700,6461.00,0.000000,511.00
"TOI-1722 b",4.38298108,,1.150000,136.8600,5999.55,,952.00
"TOI-4930 b",6.93277225,,0.633000,310.0790,5624.72,,1169.00
"Kepler-634 b",1.89000000,,3.440000,808.8440,6075.00,0.000000,1309.00
"EPIC 211822797 b",1.92000000,,3.380000,3.5000,4057.00,0.060000,431.00
"Kepler-681 b",3.08000000,,1.820000,14.1510,5021.00,0.000000,489.00
"Kepler-68 b",2.35700000,8.03000000000000e+00,3.370000,441.0000,5847.00,0.090000,1275.00
"Kepler-53 c",3.17000000,3.60000000000000e+01,0.920000,23.1760,5858.00,0.000000,550.00
"Kepler-1652 b",1.60000000,,4.280000,0.8100,3638.00,0.000000,268.00
"Kepler-352 b",0.86000000,,4.890000,50.3890,5212.00,0.000000,694.00
"HD 18742 b",13.10000000,,2.640000,4.1964,4940.00,0.040000,399.93
"Kepler-731 b",13.88000000,,,456.7030,5849.00,0.000000,1212.00
"KOI-7368 b",2.22000000,,2.790000,99.2400,5241.00,0.000000,805.00
"EPIC 201833600 c",1.00000000,,5.340000,,4326.00,,
"TOI-2088 b",3.68311790,3.70000000000000e+01,2.000000,1.7338,5081.00,0.000000,300.33
"GJ 238 b",0.56600000,,3.820000,229.4579,3485.00,,758.00
"Kepler-1192 b",2.36000000,,2.580000,34.7420,5438.00,0.000000,600.00
"Kepler-214 b",2.61000000,,2.260000,196.4020,6169.00,0.000000,758.00
"Kepler-1354 b",2.97000000,,1.910000,18.8600,6168.00,0.000000,466.00
"Kepler-1897 b",2.81407954,,2.050000,15.4300,5165.00,0.000000,505.00
"Kepler-452 b",1.63000000,,4.170000,1.1000,5757.00,0.000000,265.00
"CI Tau c",13.00000000,,2.860000,19.2542,3807.00,0.580000,610.62
"Kepler-259 b",2.80000000,,2.070000,113.4510,5938.00,0.000000,879.00
"HIP 98599 b",12.70000000,2.17712458795000e+03,5.840000,0.1724,5978.00,0.169000,171.08
"WASP-82 b",18.15858000,3.71861100000000e+02,0.354000,3557.2900,6480.00,0.000000,2190.00
"K2-154 b",1.99000000,,3.220000,57.5000,4097.00,,715.00
"Kepler-1869 c",0.74000000,,4.470000,1056.8400,5808.00,0.000000,1455.00
"Kepler-240 b",1.37000000,,5.240000,142.7360,4985.00,0.000000,864.00
"M62H b",,7.85036165290000e+02,,,,,
"Kepler-601 b",1.90000000,,3.420000,110.6190,5160.00,0.000000,833.00
"gam Lib b",13.70000000,,0.765000,45.3740,4879.00,0.160000,720.78
"HD 136118 b",12.30000000,4.16418778851400e+03,12.300000,0.6840,6097.00,0.344000,249.62
"Kepler-781 b",2.89000000,,1.980000,44.3970,5162.00,0.000000,629.00
"Kepler-1550 b",3.02000000,,1.870000,2.3050,5991.00,0.000000,348.00
"K2-72 b",1.08000000,,5.580000,8.5000,3360.47,0.110000,466.13
"KMT-2024-BLG-0176L b",14.00000000,2.41549589320000e+02,0.484000,,,,
"Kepler-743 b",1.21000000,,5.960000,397.2520,5486.00,0.000000,1101.00
"NGTS-32 b",15.91675259,1.81162191990000e+02,0.240000,1554.0000,5680.00,0.000000,1750.00
"HD 155358 b",13.80000000,,0.658000,5.0212,5905.00,0.170000,421.43
"TOI-5126 c",3.86000000,,1.360000,96.0000,6150.00,0.000000,971.00
"TOI-406 c",1.32000000,2.08000000000000e+00,4.900000,19.0000,3392.00,0.032000,584.00
"Kepler-545 b",2.69000000,,2.170000,101.1430,5882.00,0.000000,806.00
"KPS-1 b",11.54527000,3.46434700000000e+02,1.310000,729.0000,5165.00,0.000000,1459.00
"Kepler-916 b",1.76000000,,3.780000,14.6830,5248.00,0.000000,503.00
"NGTS-25 b",11.46678726,2.03092352073000e+02,0.740000,339.4356,5321.00,0.000000,1101.00
"Kepler-20 e",0.82100000,7.60000000000000e-01,7.500000,169.8000,5495.00,0.092000,1004.00
"TOI-277 b",2.65000000,,2.220000,28.2360,4031.00,,587.92
"HD 156846 b",12.40000000,,9.770000,3.9700,6090.00,0.850000,382.49
"TOI-2025 b",11.89272852,1.14418226520000e+03,3.740000,343.7178,5977.00,0.394000,1166.00
"Kepler-845 b",2.04000000,,3.120000,772.4980,4913.00,0.000000,1361.00
"Kepler-1919 b",2.62390658,,2.240000,12.4600,5513.00,0.000000,479.00
"HD 13808 b",3.35000000,,1.640000,33.2278,5035.00,0.071000,661.56
"HD 192310 c",5.25000000,,0.911000,0.2765,5166.00,0.320000,185.00
"K2-151 b",1.49000000,,4.700000,20.8000,3695.00,,566.00
"TOI-799 b",2.06631784,,3.060000,199.6326,5662.81,,958.69
"HIP 56640 b",12.70000000,2.15169831539000e+03,5.770000,0.5420,4769.00,0.118000,239.37
"Kepler-1878 b",2.92019781,,1.960000,302.6000,5918.00,0.000000,1063.00
"TOI-2443 b",2.36300000,4.80000000000000e+00,2.000000,13.2931,4375.00,0.301000,519.00
"HD 219139 b",14.00000000,,0.496000,70.5297,4831.00,0.110000,804.83
"Kepler-1020 b",2.28000000,,2.700000,2.3390,5227.00,0.000000,325.00
"Kepler-1447 b",2.90000000,,1.970000,10.3490,5722.00,0.000000,522.00
"TOI-1470 c",2.47000000,7.24000000000000e+00,2.660000,3.3500,3709.00,0.500000,373.00
"K2-178 b",3.55790985,,1.510000,117.8260,5525.00,,840.29
"HD 74698 c",14.00000000,,0.252000,0.0880,5783.00,0.200000,151.77
"KMT-2016-BLG-1397L b",12.70000000,2.20000000000000e+03,5.900000,,,,
"K2-194 b",3.64229858,,1.470000,,5979.00,,
"Kepler-915 b",1.50000000,,4.660000,844.7510,6173.00,0.000000,1319.00
"TOI-4379 b",16.69017226,3.53743016991000e+02,0.418000,2886.0903,6020.00,0.018000,1869.38
"OGLE-2003-BLG-235L b",13.20000000,8.30000000000000e+02,1.980000,,,,
"HATS-58 A b",12.27385500,3.27364900000000e+02,0.960000,382.7103,7175.00,0.168000,1721.00
"TIC 241249530 b",13.29385111,1.58278546686000e+03,3.700000,6.2305,6166.00,0.941200,438.94
"TOI-3261 b",3.82000000,3.03000000000000e+01,3.000000,1466.0000,5068.00,0.000000,1722.00
"HAT-P-59 b",12.58768533,4.89455746780000e+02,1.347000,441.4000,5678.00,0.030000,1277.80
"KMT-2021-BLG-1554L b",6.90000000,3.81394088400000e+01,0.638000,,,,
"Kepler-910 b",0.82000000,,4.750000,2108.0730,6230.00,0.000000,1752.00
"K2-268 d",1.49000000,,4.700000,,5106.00,,888.00
"HD 102195 b",14.20000000,,0.250000,185.2000,5301.00,0.000000,1035.17
"K2-8 c",2.41000000,,2.510000,97.8000,4870.00,,801.00
"Kepler-849 b",8.08167508,2.98758702580000e+02,3.090000,2.8600,5950.00,0.078000,362.70
"Kepler-92 b",3.51000000,6.43000000000000e+01,2.098071,257.7760,5883.00,0.170000,975.00
"HD 17674 b",13.90000000,,0.566000,0.7946,5904.00,0.130000,259.52
"OGLE-2018-BLG-1367L b",13.80000000,3.01936986650000e+02,0.631000,,,,
"Kepler-405 c",4.66000000,,1.060000,14.0860,5818.00,0.000000,557.00
"K2-223 b",0.89000000,,4.990000,5714.3505,5859.00,,2271.00
"Kepler-1065 c",1.60000000,,4.280000,734.6190,5635.00,0.000000,1256.00
"KMT-2024-BLG-1209L b",13.20000000,8.39066994480000e+02,2.000000,,,,
"TOI-6086 b",1.18000000,,5.890000,26.8000,3200.00,,634.00
"Kepler-46 b",9.05700000,1.90700000000000e+03,14.000000,10.9000,5155.00,0.010000,543.00
"HIP 38594 c",7.94000000,,0.531000,0.0060,4086.30,0.160000,79.96
"TOI-3071 b",7.16000000,6.82000000000000e+01,1.020000,2579.6100,6177.00,0.090000,2155.00
"HD 178911 B b",12.60000000,,7.010000,7.8319,5588.00,0.110000,480.24
"Kepler-145 c",4.32000000,7.94000000000000e+01,2.580000,67.1930,6022.00,0.110000,709.00
"GJ 682 c",2.89000000,,1.980000,0.0646,3028.00,0.100000,190.08
"Kepler-144 b",1.33000000,,5.440000,426.7190,6075.00,0.000000,1253.00
"Kepler-251 e",2.77000000,,2.090000,3.5480,5526.00,0.000000,360.00
"TOI-406.01",2.08000000,6.57000000000000e+00,4.100000,3.0000,3392.00,0.056000,368.00
"HD 216437 b",13.00000000,1.33487930940000e+03,3.340000,0.3389,5909.00,0.310000,209.85
"Kepler-196 d",2.66065673,,2.210000,1.8000,5132.00,0.000000,297.00
"HIP 65 A b",22.75427000,1.02118779000000e+03,0.480000,661.0000,4590.00,0.000000,1411.00
"Kepler-549 d",4.20000000,,1.220000,27.9300,5312.00,0.000000,586.00
"Kepler-235 e",2.22000000,,2.790000,1.3300,4255.00,0.000000,306.00
"HD 40307 c",,1.86851320475300e+03,,35.9672,4956.00,0.060000,696.00
"Kepler-1013 b",2.15000000,,2.910000,16.1010,4954.00,0.000000,766.00
"Kepler-451 d",13.50000000,,1.250000,,29564.00,0.000000,
"TOI-5789 e",3.43000000,,1.580000,5.5729,5185.00,0.071000,424.00
"Kepler-405 b",2.08000000,,3.040000,55.6230,5818.00,0.000000,785.00
"Kepler-1883 b",3.25107395,,1.700000,7.0800,6208.00,0.000000,416.00
"Kepler-313 b",2.53000000,,2.350000,142.4000,5727.00,0.000000,883.00
"HD 210702 b",13.60000000,,1.050000,9.3194,4912.00,0.071000,485.86
"Kepler-1421 b",0.93000000,,5.120000,649.1510,6335.00,0.000000,1209.00
"Kepler-1660 AB b",12.90000000,1.58659940774400e+03,4.060000,7.2787,6305.24,0.055410,415.08
"WISEP J121756.91+162640.2 A b",10.46800000,6.99200000000000e+03,33.500000,0.0000,575.00,,450.00
"HD 36384 b",12.70000000,,5.630000,229.7515,3940.00,0.200000,1032.58
"TIC 139270665 b",7.22979255,1.47154552441000e+02,2.130000,40.3000,5844.00,0.105000,703.00
"Kepler-1372 b",1.27000000,,5.770000,2176.3580,5677.00,0.000000,1655.00
"Kepler-84 f",2.20000000,,2.830000,25.3000,6031.00,0.000000,572.00
"Kepler-205 c",1.64000000,,4.150000,7.1400,4321.00,0.000000,389.00
"Kepler-1507 b",0.84000000,,4.820000,30.4760,5410.00,0.000000,630.00
"Kepler-702 b",9.17000000,,0.440000,88.9060,5419.00,0.000000,713.00
"K2-417 b",3.31000000,6.99222495400000e+02,,15.8226,3861.00,,558.00
"K2-332 b",2.20000000,,2.830000,,3315.00,,266.00
"Kepler-186 c",1.25000000,,5.910000,13.9800,3788.00,0.000000,464.00
"TOI-1794 b",3.29701268,8.70000000000000e+00,1.310000,228.9130,5631.00,0.000000,992.91
"Kepler-339 b",1.42000000,,4.990000,159.9450,5631.00,0.000000,1023.00
"K2-228 b",1.21000000,,5.960000,123.9803,4715.00,,914.00
"Kepler-1805 b",1.54502915,,4.470000,12.4800,3867.00,0.000000,479.00
"HD 158259 f",2.35000000,,2.600000,,5801.89,,
"TOI-261.01",3.04498630,,1.850000,874.7956,5890.30,,1722.49
"TOI-1201 b",2.41500000,6.28000000000000e+00,2.450000,40.6000,3476.00,0.000000,703.00
"K2-286 b",2.10000000,,3.000000,2.8792,3926.00,,347.00
"Kepler-370 b",1.59000000,,4.310000,361.5140,5852.00,0.000000,1040.00
"TOI-559 b",12.22899794,1.91014872607000e+03,5.740000,404.9150,5925.00,0.151000,1180.00
"Kepler-224 c",3.12000000,,1.790000,86.3320,5018.00,0.000000,758.00
"K2-389 c",2.04000000,,3.120000,,5782.00,,
"Kepler-956 b",3.00000000,,1.890000,307.0580,6040.00,0.000000,1056.00
"Kepler-1052 b",2.93000000,,1.950000,20.9760,5888.00,0.000000,522.00
"Kepler-1405 b",3.96000000,,1.320000,33.8020,5925.00,0.000000,565.00
"HATS-63 b",13.52926300,3.05116800000000e+02,0.670000,634.1000,5627.00,0.136000,1398.30
"K2-414 b",1.21900000,,6.010000,72.1130,4343.00,,811.92
"TOI-5795 b",5.62000000,2.36600000000000e+01,0.730000,240.6761,5715.00,0.250000,1136.78
"TOI-1052 b",2.87000000,1.69000000000000e+01,3.930000,246.0000,6146.00,0.180000,1135.00
"TOI-1174 b",2.56200000,3.20000000000000e+01,11.000000,52.0200,5030.00,0.000000,713.83
"K2-196 b",3.59970536,,1.480000,,6045.00,,
"HD 200964 c",13.70000000,,0.825000,3.0164,4982.00,0.243000,380.62
"Kepler-1315 b",1.38000000,,5.190000,897.9000,4861.00,0.000000,1541.00
"Kepler-93 c",,9.54000000000000e+02,,,5669.00,,
"Kepler-425 b",10.96200000,7.94500000000000e+01,0.270000,229.0360,5170.00,0.330000,1070.00
"Kepler-197 b",1.02000000,,5.390000,431.2560,6004.00,0.020000,1142.00
"KMT-2021-BLG-1150L b",13.90000000,2.79688998160000e+02,0.572000,,,,
"Kepler-1271 b",1.48000000,,4.730000,975.1810,6143.00,0.000000,1484.00
"Kepler-790 b",2.18000000,,2.860000,38.2740,5208.00,0.000000,634.00
"Kepler-395 b",1.03000000,,5.430000,17.8000,4262.00,0.000000,576.00
"KMT-2022-BLG-2286L b",12.10000000,6.03873973300000e+03,18.700000,,,,
"TOI-1011 b",1.45000000,4.04000000000000e+00,7.280000,575.5970,5475.00,0.000000,1364.00
"TOI-1846 b",1.79200000,,3.700000,17.3500,3568.00,,568.10
"Kepler-1957 b",0.94374867,,5.160000,345.0700,4904.00,0.000000,1099.00
"Kepler-515 b",1.46000000,,4.820000,47.9700,5293.00,0.000000,564.00
"GU Psc b",14.17900000,3.59130000000000e+03,6.920000,0.0000,4031.81,,1050.00
"K2-98 b",5.06645928,3.40076395490000e+01,1.400000,339.0000,6260.00,0.119000,1185.00
"HS Psc b",13.60000000,,1.010000,64.4735,4203.00,0.270000,783.44
"Kepler-113 c",2.18000000,8.70000000000000e+00,0.308247,45.5960,4725.00,0.000000,628.00
"BD+42 2315 b",14.20000000,,0.335000,335.1294,4500.00,0.730000,1247.58
"Kepler-219 b",2.95000000,,1.930000,456.7320,5786.00,0.000000,1307.00
"Kepler-297 c",6.54000000,4.21000000000000e+01,0.827000,6.8600,5619.00,0.000000,409.00
"OGLE-2015-BLG-0051L b",14.00000000,2.30000000000000e+02,0.461000,,,,
"Kepler-1314 b",5.11000000,,0.943000,36.0500,4188.00,0.000000,625.00
"HD 10180 h",9.40000000,,0.426000,0.1303,5911.00,0.095000,163.24
"MOA-2008-BLG-310L b",5.18000000,2.34000000000000e+01,0.925000,,,,
"Kepler-1053 b",0.98000000,,5.280000,139.8180,4529.00,0.000000,953.00
"HD 93351 c",12.30000000,4.15401727949000e+03,12.300000,0.0051,5408.00,0.109000,74.54
"Kepler-1313 b",1.76000000,,3.780000,227.1980,5453.00,0.000000,1012.00
"Kepler-1791 b",3.12103321,,1.790000,257.1400,5887.00,0.000000,1021.00
"Kepler-340 c",3.37000000,,1.620000,154.6530,6620.00,0.000000,946.00
"EPIC 212297394 b",1.48000000,,4.730000,,5171.00,,1149.00
"WASP-165 b",14.12334000,2.09132140000000e+02,0.440000,1373.5324,5599.00,0.000000,1624.00
"Kepler-408 b",0.82000000,5.00000000000000e+00,,1503.5810,6104.00,0.000000,1561.00
"HD 217107 b",13.60000000,4.59579876522000e+02,1.000000,231.1546,5622.00,0.128400,1105.84
"Kepler-1163 b",1.03000000,,5.430000,511.7570,6302.00,0.000000,1211.00
"HD 106515 A b",12.10000000,6.00695689230000e+03,18.600000,0.0342,5362.00,0.571000,116.53
"Kepler-1546 b",3.13000000,,1.780000,36.3020,5623.00,0.000000,671.00
"Kepler-1288 b",1.12000000,,5.710000,1342.5000,6132.00,0.000000,2017.00
"HD 10647 b",13.80000000,,0.625000,0.3471,6218.00,0.150000,221.54
"GJ 1151 c",3.25000000,,1.700000,0.0102,3280.00,,88.30
"Kepler-581 b",2.63000000,,2.240000,12.3900,5772.00,0.000000,521.00
"Kepler-1261 b",2.26000000,,2.730000,4.7440,5006.00,0.000000,396.00
"TOI-815 c",2.62000000,2.35000000000000e+01,7.200000,8.0300,4869.00,0.220000,469.00
"TIC 67686059 b",2.59125922,,2.280000,,5090.09,,
"WASP-171 b",10.98482000,3.44527720000000e+02,1.500000,1200.2400,5965.00,0.000000,1642.00
"Kepler-80 c",2.74000000,6.74000000000000e+00,1.220000,36.4820,4540.00,0.007900,495.00
"HATS-49 b",8.57488500,1.12193990000000e+02,0.986000,80.4500,4405.00,0.071000,834.80
"EPIC 206317286 b",0.96000000,,5.220000,,4752.00,,
"Kepler-925 b",2.34000000,,2.610000,5.8330,4673.00,0.000000,394.00
"HD 73267 b",13.00000000,1.32153051630600e+03,3.310000,0.1577,5387.00,0.261000,165.89
"Kepler-1631 b",1.35000000,,5.340000,446.9180,5679.00,0.000000,1122.00
"Kepler-1893 b",1.70557445,,3.930000,478.9800,5633.00,0.000000,1194.00
"KELT-12 b",19.95202000,3.01938500000000e+02,0.209000,1749.0000,6279.00,0.000000,1800.00
"HD 63433 b",2.14000000,2.17550000000000e+01,12.998000,145.5707,5553.00,0.240000,967.11
"HD 72892 b",12.80000000,,4.550000,26.9314,5688.00,0.419000,634.46
"Kepler-1139 b",1.19000000,,5.900000,1717.2760,5550.00,0.000000,1693.00
"HD 149806 b",12.30000000,4.00368444297900e+03,11.800000,0.0037,5352.05,0.357000,69.13
"Kepler-231 b",1.73000000,3.54000000000000e+01,13.800000,14.8790,3767.00,0.000000,488.00
"HD 110082 b",3.20000000,,1.730000,198.3948,6200.00,0.200000,957.20
